,Question_ID,Title,Content,Created at,User_ID,Is answered,Views count,Votes count,Bookmarks count,Answers count,Tags,Comments count,Question existed
771,5408,Angular vs React vs Vue,"For a software course about rich client Javascript applications we want students to be able to choose what framework they will use. Now to give us a little bit of control we want them to be able to choose from Vue.js, React or Angular. As far as I can see Angular and React are both almost equal in technical complexity. But Vue.Js, although it's very popular, seems more flat and shallow.We want to test students if they are able to build a solution that is:My question: Can Vue.JS compete with Angular and React based on the criteria listed above?",2019-02-15 11:10:30,6551,True,370,5,0,1,"['programming', 'javascript']",2,False
772,5409,Using online courses instead of / in addition to traditional lecturing,"Some time ago, I needed to teach git in the class. So I took a 6 hours course in one of the online courses websites (I think it was udemy or coursera). The course was so good, that I was wondering why I have to teach this myself at all? Why not tell the students to view the course at home and ask me if they have any questions? The online course has many advantages that I cannot hope to have in class:Of course, I cannot just say that I do not come to teach, because it is against the rules of the department. But, from the students' perspective, it seems much better to learn from home.So my questions are:",2019-02-15 11:37:52,1873,True,173,3,0,2,['classroom-management'],1,False
773,5411,Automatic grading of test-cases,"Last year I taught a programming course, and used an automatic grading system for grading the students' homework (in addition to other evaluation measuares). It worked quite well; the bottleneck was the need to write test-cases for each assignment.This year, I would like to have the students themselves write the test-cases - both to save time, and to have them practice this important skill.I thought of the following scheme:The problem with this scheme is that, if the solution of student A from the train-set fails on the test-case of student B from the test-set, it is not clear whether it's because an error in student A's solution or an error in student B's test-case. Of course I can look and see who is correct, but this requires a lot of work and undermines the idea of automatic grading.How can I improve this scheme to allow automatic or almost-automatic grading of both homework assignments and test-cases?",2019-02-15 13:33:01,1873,True,416,3,0,3,"['grading', 'auto-graders', 'unit-testing', 'information-technology']",2,False
774,5413,What do i need to know,-,-,-,-,-,-,-,-,-,-,True
775,5417,How bad is a Computer Science course that doesn't teach Design Patterns?,"I'm at final year of my graduation in Computer Science in Brazil. The university that I study is one of the best in the country and my passion is for Software Engineering. It disappoints me, in Software Engineering classes, that no Design Patterns are taught at all, my professor only commented about their existence. From my point of view, this is terrible for every student, because the problems in the real world, both in academia and in the industry, can be more easily handled with a good choice of design pattern. So I'm thinking, this can reduce the quality of the course?",2019-02-16 19:41:17,6555,True,"30,530",53,12,11,['curriculum-design'],42,False
776,5421,Online Code Review Scripts Like Udacity,"Please, can anyone recommend a simple online code review scripts/website similar to udacity. Instructor upload students code to the scripts, they add inline comments and can send the URL to the student. I need something very simple. No need for auto-grading. If not available, is there any library I can use to build my own?ThanksAttached is the screenshots for clarification.",2019-02-17 11:32:44,6568,True,118,2,0,1,"['grading', 'programming', 'lesson-review']",3,False
777,5422,About the ACM and IEEE-CS Computing Curricula,"I've been searching for a detailed definition about what computer science is about for years, when one day I came across these
two documents: Computing curricula 2005 report and Computer Science Curricula 2013.
The latter, more importantly, lists the knowledge areas and their relative content that an undergraduate student in computer science should know.
The content of each knowledge area is divided in core-topics and elective-topics.What I want to ask is:1) What exactly are the knowledge areas? Are they the fields of computer science where Ph.D. students can focus their research?
If yes, then how about architecture and organization (AR)? Isn't it the knowledge area where only computer/electrical engineers can focus their research?2) Is this curricula applicable worldwide or does each country have its own?3) Some topics are elective. How can I study the elective topics I'm interested in since my university didn't have enough time and resources to teach them?Any answer will be appreciated.",2019-02-17 11:38:52,6570,True,620,3,0,2,"['curriculum-design', 'self-learning', 'curriculum-review']",0,False
778,5433,Do some websites block school building/classroom IP networks because they mistake us for possible DDOS?,"So I had my students go to NodeJS.org to download Node.js, and they did it with no problems. Two days later, I had them go to NodeJS.org again, but none of us could access the site, not even from the designated ""teacher's computer"" of the classroom I was using.However my laptop, which was connected to the school's wireless service for teachers, could still access the site. I'm assuming classroom computers and the school wireless are on separate networks. Could this mean that the anti-DDos system at NodeJS.org basically mistook us for a potential DDoS and blocked us? There were about 20 students. A week later we could access the site again.So I'm just wondering if anyone else experienced anything like this? ",2019-02-19 12:05:40,6591,True,225,1,0,3,['classroom-infrastructure'],7,False
779,5441,Usage of modal expected error in python,-,-,-,-,-,-,-,-,-,-,True
780,5445,Is the algorithm-recipe analogy a good or a bad one?,"I am growing suspects that the ubiquitous analogy between algorithms and recipes be not so well founded, especially for theoretically oriented students. I am wondering if this may contribute to the evidence of students having difficulties with even simple loops. I believe that bad analogies make more harm than no analogies, so I ask.My wondering is that recipes, if superficially similar to the idea of sequential steps, do not really encode the logic that is sought to be explained: the logic of state transitions.
Of course there are state transitions in recipes, but i do not feel they being the characterising properties, nor are they the target of attention (I also like cooking). State transitions in recipes (and similar physical operations analogies) seem to be not even caused by the ""program"" but just happening because of physics. And typically what we get from students struggles is exactly their inability to follow (or design) state transitions. Probably because a fundamental property of a real computer program is that of being the acting cause and not the observer of state transitions, and this is not captured by the analogy. Another issue is that computing systems are typically discrete while physical analogies tend to be continuous, both in time and measured (variables) dimensions.What screams for attention in recipes are instead ""data"" dependency constraints (cannot throw in the spaghetti before the water boils), or a kind of ""event-driven"" situation, and i do not recall seeing students struggling with data dependencies, which might be because 1. the recipe analogy is good in teaching them or (I suspect more probably) 2. it's not what they need help for: data dependencies being more innate than state transitions, especially in a forcefully sequential environment (of course this is a hypothesis, any experiments known?).On a more concrete side it seems to me that the real world software counterpart of recipes are those things that we usually call scripts: something I love and had made a lot of and which I know perfectly fit their niche problems, but not something that is known for exposing nice theoretical properties, which, I suspect, is what matters more when learning, in order to build a clear mental model of algorithms (and because my pupils are generic science students and not specialist computer developers).Realistic programs, and especially subprograms if we want to divide et impera, are not sequences of operations but sequences of state transitions.What do you think of this analysis? Have any empirical data? Does an analogy that takes more care of state transitions exist and I have missed it?",2019-02-27 21:17:16,6546,True,989,3,0,3,['teaching-analogy'],4,False
781,5448,How to teach operating systems development nowadays?,"I have been appointed to change the contents of an Operating Systems course, because it was too IT oriented. I mean the lectures were oriented only to know the differences between some OS like Windows, Linux or Unix. From my perspective, and considering the recommendations of the ACM Computing Curricula, I believe that the course should include some hands-on programming in the development of some parts of an operating system. The problems that I am currently facing are the following:Actually, are there any kind of emulators or tools that could help the student to learn the concepts of OS by using some C programming? I do not want them to become experts in the field of OS, but at least that they do know what is happening inside an OS and not see it like a black box.",2019-03-06 01:01:35,4161,True,257,12,6,4,['operating-systems'],6,False
782,5451,Examples of innocent looking faulty code for shock effect,"I'm becoming more and more convinced that starting with an imperative attitude is not doing a favor to the students, especially if it's all about scheduling and repeating some scanf and printf in loops. I ignore if this teaching technique has any systematic treatment or evidence of efficacy, to me it seems that it produces students unable to process data, as I'll explain soon.I have a class of students who show the following features, for which I'm unable to find a good framework besides listing them (but perfectly and angrily knowing where they come from):They are convinced that for (i=0; i<5; i++) return i is going to return 5 results. They are obviously so much confused in thinking that they're doing a minor variation of for (i=0; i<5; i++) printf(""%d\n"", i).Given a function that needs X as input they constantly point out to me that somewhere in the first lines we need to read X from somewhere, they just ignore that we can add another argument as needed.They cannot trace the execution of a for loop, they don't check the loop condition: to them it's just ""I do the body N times"", I don't yet know what do they think of the index used in the loop besides that it magically happens to take the values 0..N-1.I'm on the edge of despair. Just showing them how I'd do something and explaining its operational interpretation obviously doesn't work, they even show a sort of resistance to abandon this method of doing any imaginable thing just by throwing scanf's and printf's around. Do you have any suggestions for better framing their difficulties, or any examples that might be illuminating in this situation?I am finding incredibly difficult to produce some wrong code that might appear correct in their eyes and could possibly shock them and making them understand that things are a bit different from what they believe. Any ideas?",2019-03-07 14:59:50,6546,True,390,5,1,4,"['lesson-ideas', 'code-example']",8,False
783,5456,"Turtle examples for loops and variables, or even something else","I'm going to teach using the well known drawing turtle, with one developed by me to fit my students, so in case it can also be modified. It features drawing movement, non-drawing movement and pen color change.The main goal is letting them have a strong visual feedback and appreciate the decomposition of complex movements. I have some examples that use functions to represent ""subtasks"" and repetitions to generate nice drawings.I'm anyway a bit stuck here, say at the visual artist stage, I'd like to show them the use of a while kind of loop instead of a statically limited for, but I don't have good ideas besides using the ""while"" condition to stop some recursion based for example on the next step length (imagine drawing a spiral with increasing step length and wanting to halt at some point).It seems to me that my main difficulty has to do with the absence of interesting states from the examples, the only one that comes to mind being precisely the use of a step length.The system also features 2 things.I anyway seem to not have good ideas for examples to link these tools to actual interesting problems. Any suggestions?What can be easily computed by the turtle?",2019-03-12 10:48:38,6546,True,105,2,0,4,['lesson-ideas'],4,False
784,5461,How do you teach Theory of Automata / Formal Language Theory / Computation Complexity?,"i'm a new instructor & also new here. How do you teach Theory of Automata / Formal Language Theory / Computation Complexity? Is it theory only, or including programming? If theory only, how deep - for example, are they supposed to be able to prove, how deep? If programming, what kind? It would be much appreciated if you can share your wisdom. If there're other similar threads, would appreciate it very much if you can share the link. I'm also still reading the threads here, and browsing the internet for the syllabus of other universities. I don't have any TA, and nobody to discuss about this course in my department (theoretical CS is mostly non-existent here, most focus on application).Thank you very much.Edit: I wonder how other professors/TAs managed to give programming assignments to their students, such as building a CYK algorithm-based parser, but they provided the parser/compiler/backbone (?). ",2019-03-13 07:11:44,6701,True,240,5,1,1,"['lesson-ideas', 'student-motivation']",5,False
785,5462,How to open enc file,-,-,-,-,-,-,-,-,-,-,True
786,5465,What is difference between buffer and ram,-,-,-,-,-,-,-,-,-,-,True
787,5467,Computer for programming,-,-,-,-,-,-,-,-,-,-,True
788,5470,Teaching Revision (Change) Control Systems In High School CS Classes,"I teach AP Computer Science A and game design classes at the high school level in Washington state (where ""revision control systems"" are a grade level expectation (GLE) for 11th and 12th grade - all of the classes are mixed grade level, but that is probably a discussion for another day). We use the game design classes as our ""bait"" to get kids interested in CS, but there are usually some pretty sharp and motivated kids in those classes.I want the students to work on collaborative projects and many of them want an easy way to move their work back and forth between home and our lab. This, and having a way to make mistakes and then back out of them (and the state GLEs) are motivating me to teach them how to use a revision control system. I'm inclined towards Git and GitHub both because I have experience with them and because GitHub offers private repositories to schools.Our intro level game design class uses Code.orgs Game Lab which has a minimal, but useful revision control system. In AP CS and the upper level game design class we use a JetBrains IDEA (IDEA and Rider respectively) which have support for a variety of revision control systems built in.So the questions:",2019-03-17 23:27:39,134,True,129,3,0,2,"['curriculum-design', 'revision-control', 'github', 'git']",4,False
789,5475,Sharing resources with others via the web,-,-,-,-,-,-,-,-,-,-,True
790,5479,The functioning of modern computers are extremely complex,-,-,-,-,-,-,-,-,-,-,True
791,5480,What are the essential ideas that students need to know about Artificial Intelligence?,"I am my school's new AI Program Architect and I also serve on the national AI4K12.org working group that is writing K12 AI Standards. I would love to ensure that we are broadly including CS educators and their ideas in writing programs and curricula that encompass the field of AI for K-12.What AI resources do you use in your class?
What are the essential ideas that students need to know?
What should students be able to do at the end of class? 
If you incorporate AI in cross-disciplinary courses, please share those ideas as well.  ",2019-03-21 14:09:48,6741,True,100,4,1,1,['artificial-intelligence'],7,False
792,5481,"What teaching techniques can be used, in teaching students from a medical background, to improve their programming?","Students from premedical background feel difficulty in programming. They have no basic concepts of programming, so they are unable to do good programming. I have searched but didn't get any solution which help me to improve the programming skills of medical background student.",2019-03-22 13:30:25,6722,True,68,3,1,1,"['student-motivation', 'teaching-analogy', 'programming']",4,False
793,5483,Thoughts on language for Intro to Data Science?,"Next term, I'm going to teach an introductory Data Science class for the first time. In the past, others have taught it in either R or Python. My first inclination was to teach it in R because the language is specifically for statistics (and not a general programming language like Python). However, I see a lot of promise in Python's Pandas library. I haven't used Pandas myself, but I have more than enough time that I could familiarize myself with it.What are your thoughts on R vs Python vs a bit of both? Ultimately, the Data Science curriculum exposes students to both. Which do you think is more appropriate to begin?Course details:Prereqs include CS1 (C++) and StatisticsTopics include the analytics life cycle, data integration and
modeling, relational databases and SQL, text processing and sentiment
analysis, and data visualization. Emphasis is placed on reproducible
research, code sharing, version control, and communicating results to
a non-technical audience.First of two DS classes as part of a DS certificate (Minor is <
Certificate is < Major) with predominantly Comp Sci and Stats majors
enrolledI am currently teaching the Advanced DS class (the follow-up course)
with a concentration on R, but that could potentially change in the
future as well. Sooner or later, if they complete the certificate, they will get experience in both R and Python. The question is which comes first.I can choose the textbook, but will give strong preference to free,
online resources",2019-03-22 19:15:03,6746,True,203,2,4,4,"['curriculum-design', 'language-choice']",5,False
794,5487,Looking for collaborations for open source e teaching,-,-,-,-,-,-,-,-,-,-,True
795,5489,Feedback on professional development curriculum,-,-,-,-,-,-,-,-,-,-,True
796,5491,Writing letter of support for h1 visa applicant,-,-,-,-,-,-,-,-,-,-,True
797,5492,"How can I get through very long and very dry, but also very useful technical documents when learning a new tool?","Vulkan is a very useful API for rendering projects, and I would like to learn how to use it as it opens up new possibilities for doing some rendering tricks much more efficiently than in OpenGl.I am having significant trouble learning it, however. It is a very complex API with many essential details. These details, while useful, are not interesting enough in and of themself to reliably hold my attention for long periods, even if I put in significant effort. I find when I go through the written tutorials that I get very distracted by almost anything. For example, when I was reading about its mechanism for selecting a GPU in a multi-GPU system instead of focusing on the syntax that I want to learn, I ended up thinking about all the implications of such a selection existing, compared to the fact that it does not in OpenGl. Distractions such as that end up drastically increasing the time that I need to spend on the reading, and skimming is not an option either as the details really are important. There are also diminishing returns as my ability to use will power to remain focused diminishes much more quickly than I would like it to (I can only get through maybe ~10 pages of this reading in a single sitting while maintaining the focus that I feel is necessary.)This problem is not unique to Vulkan. I had the same problem, but to a much lesser extent, when learning OpenGl. In that instance, I was able to find video tutorials that explained the necessary concepts very succinctly. This helped both because the explanations were more succinct, with only the necessary information (including theory when appropriate) to use the API (and I could look at written alternatives when I wanted more details). When I attempted this for Vulkan, however, the only video tutorials that I could find were both outdated and contradicted the text tutorials in a few places, making me very weary of using them as I may pick up bad practices or outdated Vulkan. Video tutorials also work well for me as they keep on moving even if I get temporarily distracted, thus pulling my attention back. When reading, if I get distracted I automatically stop reading.I would also like to note that this isn't an issue of lazyness; I am willing to put in significant time to do it, but I find that my ability to focus is quickly diminishing. As such, I ask: How can I learn Vulkan (Ideally, the advice will be applicable to other similar tasks as well) reasonably efficiently and how can I counter the described road-blocks?",2019-03-26 19:01:09,6762,True,"6,230",26,9,11,['self-learning'],1,False
798,5496,My brother is learing c in 2019,-,-,-,-,-,-,-,-,-,-,True
799,5500,I have questions about cobol for my studies to make a decision,-,-,-,-,-,-,-,-,-,-,True
800,5507,How is used python by company,-,-,-,-,-,-,-,-,-,-,True
801,5511,How do I deal with students being unkind to each other when I'm not there?,"The faculty and students at my small minority-serving institution think of our environment as being supportive and cooperative. This is very important in CS, since programming is a team sport, and students are expected to seek help from each other (and TAs and me).I have heard recently from two unconnected students about other students ignoring or being rude to them (such as walking away mid-question). The complainants don't give names, and I have no idea who they're talking about. Almost all of the students in our program belong to at least one demographic underrepresented in CS and/or in the US. The students who have been mistreated belong to multiple such demographics and think that may be a factor. I have no way of knowing if they're right. Each is the only student of their cohort in their demographic.What can I do to encourage students to better treat classmates? Some have been at the institution much longer than others. The ones who feel mistreated are newer arrivals. While my top goal would be changing students' behavior, we all know it isn't always possible to get people to change. If I can't get people to change, how can I know who should deserve bad citizenship grades or to not get letters of recommendation? I am not interested in furthering the careers of people who mistreat others.",2019-03-30 18:13:25,6802,True,458,6,0,3,"['student-motivation', 'collaboration', 'classroom-environment']",9,False
802,5513,Ms office 2016 help problem,-,-,-,-,-,-,-,-,-,-,True
803,5514,Details about learning hadoop big data,-,-,-,-,-,-,-,-,-,-,True
804,5516,open source MOOC platforms,"What are easy to use MOOC open source platforms? Something that I could install on my servers to provision education. I'm looking for ready to use CMS (content management system) type of software with automactic grading of computer science assignments and course content management, where students could run pieces of code and watch lectures, and interact with TAs. ALternatively, the hosted solutions would work too.",2019-04-05 13:28:59,6827,True,127,3,1,2,['grading'],3,False
805,5519,how to motivate student that programming will give bright future to them?,"some students in my class are leaving CS because programming is difficult and think that it will not give them bright future. how to motivate that students, that their interest is develop in programming and they become satisfied for their future. ",2019-04-05 15:45:05,6722,True,151,3,1,3,"['student-motivation', 'self-learning', 'programming']",0,False
806,5523,"How to make project in java language, for students who doesn't know java?",In CS I have been taught other programming languages than java. Now in final year project they are demanding project in java. So is there an easy technique to learn java fast?,2019-04-06 11:45:07,6722,True,114,1,0,1,"['self-learning', 'java', 'project', 'programming']",5,False
807,5525,Is getchar functon work in integer type data in c programming,-,-,-,-,-,-,-,-,-,-,True
808,5527,How can programming skills be improved?,"I often take help from online videos to improve my programming skills, but I am not successful. Videos help me in debugging my code, but I am not improving my programming. Is there any other way through which I can improve my programming?",2019-04-08 13:30:44,6722,True,257,8,1,4,"['self-learning', 'programming', 'struggling-students']",5,False
809,5530,How to make code more efficient,-,-,-,-,-,-,-,-,-,-,True
810,5531,Pedagogical issues with Stack Implementation,"I am new to teaching the particular syllabus I have been asked to teach and I am confused by the approach given for several of the algorithms. For example the stack implementation based on the course materials given below seems very convoluted. I'm curious to hear if others would share my concerns if they had to teach about stacks in this way, or if they can offer any insight into the advantages of this approach.The concerns I have which I'm curious to hear your opinion about are:Using the call by reference approach makes the push and pop calls
very unwieldyThe algorithm appears to be O(n) rather than O(1)The algorithm is hard to follow (IMO)It is possible to implement a stack in a much simpler fashion, which
would allow student to focus more on conceptual understanding of the
behavior and use of stacks, and to see the link between the concept
and the implementation more clearly.",2019-04-09 08:02:56,6843,True,251,2,1,1,"['algorithms', 'python']",5,False
811,5534,Cannot implement ascending sorting algorithm into machine code for mc6800,-,-,-,-,-,-,-,-,-,-,True
812,5536,Is arraylist is better than array,-,-,-,-,-,-,-,-,-,-,True
813,5537,How to print integer on stdout in armsim,-,-,-,-,-,-,-,-,-,-,True
814,5539,The best at technologies,-,-,-,-,-,-,-,-,-,-,True
815,5542,Suggestions for teaching selection sort with candy,"It's the end of the semester, so my students are pretty burnt out, and a bit of sugar might go a long way (plus, evaluations are around the corner ;-). I'm envisioning a tactile class where students would carry out the selection sort algorithm to sort an array of candy bars by length (or height, or size), by physically swapping candy bars. I would also have them write down the number of comparisons required, to get a better understanding of the time complexity. Ideally, every student (or pair) would get 4 pieces of candy. Can anyone suggest candy that naturally comes packaged into 4 or more different sizes?All I could think of is how Hershey bars can be broken along natural dividing lines into different numbers of squares, and how Toblerone bars also have natural break points. But both are chocolate and might melt. I'm embarrassed to admit I'm not much of an expert on candy bar types.",2019-04-18 00:30:39,294,True,67,3,0,3,"['lesson-ideas', 'undergraduate']",4,False
816,5545,Who makes the best anti virus program without complications,-,-,-,-,-,-,-,-,-,-,True
817,5547,Can i reboot windows 10 to 7 if my two local drives except for the c drive are e,-,-,-,-,-,-,-,-,-,-,True
818,5549,What are the advantages of data dictionary as applied in computer system analysi,-,-,-,-,-,-,-,-,-,-,True
819,5550,What is the difference between c and c,-,-,-,-,-,-,-,-,-,-,True
820,5551,What is a file?,"I recently had a student in my Intro to CS class ask me: what is a file? I can't honestly say I had a good answer for him. Those of us who have been around a while know what a file is, but I was at a bit of a loss to explain it to a novice.Today's students believe (and rightfully so) that a file is an icon-thingy in a folder or on the Desktop. They have some vague idea that there are files for images (JPEG, GIF, PSD, etc.), files for music (MP3, WAV), files for doing office stuff (docx, pptx, etc.), and maybe even HTML files. But they don't know what's in a file. That's where I kind of stumbled around for a few minutes because I didn't have a good answer prepared, nor a really good demonstration.Looking back, I think I might have shown him what a text file looks like using a hex editor. Maybe also a simple image format such as PBM or BMP. I searched around on YouTube for a good video, but found pretty much nothing.If you've been asked this question before, what's your answer? What is a file?",2019-04-20 05:49:14,6704,True,"6,562",13,4,10,"['operating-systems', 'file-system']",4,False
821,5554,How to become good in object oriented programming,-,-,-,-,-,-,-,-,-,-,True
822,5555,Best language for student studying criminal justice,-,-,-,-,-,-,-,-,-,-,True
823,5558,Concrete example for polymorphism use?,I am preparing a lesson about polymorphism in C++ and I would like to give an original example other than animals and shapes and I am really struggling with it because I realize polymorphism is not that useful for real concrete applications.Can someone suggest a good example of polymorphism use?,2019-04-20 21:34:52,6890,True,399,5,1,6,['polymorphism'],5,False
824,5560,Image processing course for software engineering,-,-,-,-,-,-,-,-,-,-,True
825,5566,How to teach C++ language to beginners of (BSCS) students who have no any idea about it?,"Some students come to CS field but they have no idea about any programming language. Either they will have the background of engineering or medical. But still they want to make CS their field. What technique should be applied on them to take start, clear their initial concepts and make ready them how to code any program?",2019-04-22 03:41:39,6894,True,372,6,0,4,"['programming', 'c++']",11,False
826,5569,How to introduce Kotlin in a Programming Languages course,"I'm teaching an upper-division college Programming Languages course, in which students have learned some Scheme, Haskell, and Go. Students' strongest language is Java, which we use in most of our courses. I have a free 75-minute lecture period. Any recommendations how to use that time? I can have the students bring their laptops.My reasons for wanting to introduce Kotlin are:",2019-04-24 02:06:36,283,True,118,5,0,3,"['introductory-lesson', 'functional-programming', 'kotlin']",0,False
827,5571,Reflexive and antisymmetric have same things in some cases,-,-,-,-,-,-,-,-,-,-,True
828,5575,AP Computer Science Principles and Unity,"I have taught AP Computer Science A for years, but I have not taught AP Computer Science Principles as of yet.  My understanding of the course is that it's quite flexible on terms of languages taught.I've been noodling around with creating a course in game design using Unity, and I wondered how much that could be merged into APCSP.  Has anyone taught APCSP using Unity for a substantial portion of the course, and how did that go?  Alternatively, is this really not possible under the AP curriculum?",2019-04-25 18:44:37,27,True,146,2,0,1,"['ap-cs-principles', 'game-design']",1,False
829,5576,how can i build up interest in learning some dry but important subjects of BS(CS)?,"As a student we didn't have interest in every subject of computer science because some of these subjects have different domains of learning. But in case if you have didn't properly done with one subject you are not able to get through the other important subjects like #CC , #Automata, #Data structures etc. 
what should we do in that case if we have no interest in these subjects like #Machine Learning and (#Data analysis and algorithms) and also the instructor make these subjects more boring for us? ",2019-04-25 19:22:13,7913,True,100,-1,0,2,"['student-motivation', 'self-learning', 'computational-thinking']",4,False
830,5578,What is the main difference between direct or indirect inheritance in java,-,-,-,-,-,-,-,-,-,-,True
831,5579,Why do computer-science majors learn calculus?,I am curious why computer-science majors have to learn calculus to receive their bachelor’s degrees. My father worked as a software engineer for twenty years and never used it. It seems to have little more value in programming than other forms of mathematics. What is it about calculus that makes it a requirement for computer-science majors? Is it just that it's a tradition in STEM fields?,2019-04-27 18:45:09,5334,True,"22,387",58,9,18,['mathematics'],9,False
832,5594,Remove elements of array and and product of two sides to score how to maximize t,-,-,-,-,-,-,-,-,-,-,True
833,5599,How can I improve other programming languages while having command on one language,"As in computer science field we have to learn several programming languages like C++, Java, C#, python, php etc to complete our tasks and home assignments. However you are good in only one language. As I know all languages are related to each other at some extent, but it's difficult for me to remember syntax for all languages and doing different tasks for these to become familiar to these. How can I improve and learn other languages easily so that I can perform my assignments easily and in less time? 
If anyone can guide me.
Thanks in advance ",2019-04-30 11:33:29,7913,True,169,1,0,4,"['self-learning', 'programming', 'computational-thinking']",3,False
834,5603,"Hardware (cameras, headsets) for TEALS supported classrooms","We have TEALS (a NGO which supports CS education in US with programs that team industry professionals with CS classrooms - both in person and remotely) distance learning support for our CS classes - industry mentors join the class remotely to help teach the class. I'd like to hear from others who are teaching in similar environments about what hardware they are using - especially in general terms:The specific classes are AP CS A and AP CS Principles, if that matters.",2019-04-30 18:43:03,134,False,27,2,0,0,"['high-school', 'ap-computer-science-a', 'ap-cs-principles']",3,False
835,5606,Why Computer Science students learn Digital Logic Design?,"Is there any relationship between a computer science student and DLD course? I am studying BSE and we are studying DLD in my second semester. We've learned so many things about DLD but nothing is related to the CS or SE. It's all about gates and related to Electrical Engineer. 
Is there any need of DLD in Software Engineering? While the main thing which is concern for us is Programming Languages and Computers System? ",2019-05-02 16:42:15,6192,True,"5,381",3,0,7,['programming'],2,False
836,5607,Should an educator define terms rigorously?,"I took a programming course from an open university in Finland. One task was something like the following:Find largest connected sequence of numbers from given set. For example, if input is 1,2,3,5, the output should be 1,2,3. If the input is 2,4,5,7,9, the output is 4,5. etc.Are there opinion what should a student do when he or she sees such a problem?I mean there are problems. For example, a mathematician might say that connectedness is a term from topology and some spaces are connected, not sequences. A punctual student might say that one has to define terms rigorously. No matter how many examples you give, there might be a new sequence that might or might not be connected. Therefore, one should always define terms rigorously instead of give just examples.So what should a student do when he sees a problem where something is not given rigorously? And is it possible to study computer science such a way mathematics students do as they define everything rigorously and they do sound reasoning for everything? I hope to see some analogy as mathematics can be studied by studying ZFC and reduce many things to the set theory.",2019-05-02 17:53:13,7989,True,84,4,0,2,['teaching-analogy'],5,False
837,5614,How can I do the best assignments as being a computer science student?,"As I am a student of BS(CS) computer science and a beginner in this field. As a student in the first semester I don't know about any basic language or other techniques to improve my assignment skills. My instructors also insult me because of doing poorly on assignment having no such pattern and skills. They said I have no idea how to do an assignment no matter that will be technical or either theory work. They said I have no idea to work  in any software or any other tool. How can I improve my skills of doing my assignment? Like assignment official format, front end display? ",2019-05-03 16:18:55,7913,True,119,1,0,1,"['self-learning', 'assessment', 'soft-skills']",0,False
838,5617,How to make students confident enough to stop copying each other's code assignment?,"Mostly students can't code or they are not interested or they become lazy in their work or they are not confident enough to make their own logic and check it before teacher.  For all these students they copy code assignments from other students (which are the intelligent students of the class) and hand it in to the teacher.  So which method must be applied to them so that all students start to code on their own, make their own logic and be confident on their own work?",2019-05-04 18:50:41,6894,True,318,2,0,2,"['student-motivation', 'struggling-students', 'cheating']",3,False
839,5619,Discrete function is also a math function?,"Here is a table of the Staten Island subway:and here is an Elisp function that maps a number to a name:So, when I'm trying to tell students that this is a function of a basically non-continuous phenomenon, i.e., we're not dealing with a function like f(x) = x^2, rather a function that matches stops to names -- but it is still a function -- how can I get this across? One idea would be to got deep into Lambda Calculus and talk about how LC does conditionals. My first goal is to distinguish between continuous versus discrete; and yet I've written a Lisp function that can't really be represented as any sort of normal math function e.g., S(n) = M*nwhere M is some sort of machine or constant that takes a stop number and turns it into a stop name. Any ideas how, yes, this is a function? Or is this just a misnomer, i.e., comp-sci using/abusing the term function. So yes, how is sisubstops really a function?",2019-05-04 19:36:06,7996,True,169,5,0,5,"['functional-programming', 'mathematics']",4,False
840,5623,How to create a code that writes every time a picture in a video switches,-,-,-,-,-,-,-,-,-,-,True
841,5626,How can I build up the understanding of a project?,"As a student my instructor gave me a scenario and a title and I have to work on that as a project. I searched a lot about these and watch videos , read blogs but didn't get a well defined answer. I have to understand the basic idea and working of that scenario and have to built up a project on that. But I am confused in getting the basic requirements and objectives of that scenario title based. Please if anyone can help me that how can I understand easily that title and get all points clearly? 
The given title is 'Online School Monitoring System'. 
Thanks in advance ",2019-05-07 07:06:39,7913,True,63,1,0,2,"['undergraduate', 'project', 'resource-information', 'computational-thinking', 'active-learning']",0,False
842,5627,Hand-on ideas on tutorial on setting up a cloud-based server,"A long shot, but perhaps somebody here can help. 
I'm planning a workshop (=3 hours, mixed presentation bits + ""hands-on"" parts, ~30 people). It includes a (brief) section on setting up a simple server on DigitalOcean. Some of the participants will be directly interested in this and would probably benefit from leaving the workshop with an account and server set up. Some will not. I'm wondering if there's any/a best way to deal with this.My only idea so far is to make this dependent on the number of people actually interested in setting up an account, and allocating a final part of the workshop for this. Those not interested can leave earlier. But it doesn't sound optimal either.Does anybody have any better ideas? This related question did something similar but is basically too much presentation.  ",2019-05-07 11:32:15,275,True,43,2,0,2,"['curriculum-design', 'workshops']",7,False
843,5629,Through what basic programming language can beginners easily get the concept of programming? [duplicate],"I have some students that are from medical background and have no concept of programming. So, which language I should teach to them to make their basic concept of programming perfect?",2019-05-07 12:19:58,6722,True,283,0,0,5,"['student-motivation', 'best-practice', 'programming']",1,False
